transcript_id,transcript_position,read_index,probability_modified
NC_000008.11:127794524-128101256,2576,114.0,0.0117308432236314
NC_000008.11:127794524-128101256,2576,104.0,0.0256835408508778
NC_000008.11:127794524-128101256,2576,103.0,0.0020728942472488
NC_000008.11:127794524-128101256,2576,69.0,0.0008346634567715
NC_000008.11:127794524-128101256,2576,71.0,0.0223750900477171
NC_000008.11:127794524-128101256,2576,83.0,0.0000170316998265
NC_000008.11:127794524-128101256,2576,73.0,0.1818608641624451
NC_000008.11:127794524-128101256,2576,124.0,0.0423303507268429
NC_000008.11:127794524-128101256,2576,60.0,0.0003809462068602
NC_000008.11:127794524-128101256,2576,67.0,0.1146958693861961
NC_000008.11:127794524-128101256,2576,70.0,0.0004354526463430
NC_000008.11:127794524-128101256,2576,74.0,0.0039772442542017
NC_000008.11:127794524-128101256,2576,88.0,0.0000000003893665
NC_000008.11:127794524-128101256,3580,823.0,0.0034900314640254
NC_000008.11:127794524-128101256,3580,828.0,0.0001887872058433
NC_000008.11:127794524-128101256,3580,444.0,0.0008367255795747
NC_000008.11:127794524-128101256,3580,439.0,0.0020102176349610
NC_000008.11:127794524-128101256,3580,808.0,0.0000005915240990
NC_000008.11:127794524-128101256,3580,426.0,0.0001668868499110
NC_000008.11:127794524-128101256,3580,830.0,0.0000478451693198
NC_000008.11:127794524-128101256,3580,432.0,0.0012168752728030
NC_000008.11:127794524-128101256,3580,819.0,0.0018594355788082
NC_000008.11:127794524-128101256,3580,409.0,0.0000018487654643
NC_000008.11:127794524-128101256,3580,429.0,0.0191064402461052
NC_000008.11:127794524-128101256,3580,430.0,0.0050376360304654
NC_000008.11:127794524-128101256,3580,836.0,0.0000513876948389
NC_000008.11:127794524-128101256,3580,423.0,0.0001706923503662
NC_000008.11:127794524-128101256,3580,838.0,0.0003223811509088
NC_000008.11:127794524-128101256,3580,437.0,0.0000001788902324
NC_000008.11:127794524-128101256,3580,821.0,0.0000133932398967
NC_000008.11:127794524-128101256,3580,428.0,0.0022493065334857
NC_000008.11:127794524-128101256,3580,820.0,0.0000629332935205
NC_000008.11:127794524-128101256,3580,415.0,0.0046704127453268
NC_000008.11:127794524-128101256,3580,812.0,0.0000083840604930
NC_000008.11:127794524-128101256,3580,422.0,0.0335967503488064
NC_000008.11:127794524-128101256,3580,827.0,0.0000585525012866
NC_000008.11:127794524-128101256,3580,792.0,0.0001424385118298
NC_000008.11:127794524-128101256,3580,442.0,0.0000100335182651
NC_000008.11:127794524-128101256,3580,452.0,0.0202603582292795
NC_000008.11:127794524-128101256,3580,837.0,0.0023719922173768
NC_000008.11:127794524-128101256,3580,806.0,0.0000089618897618
NC_000008.11:127794524-128101256,3580,457.0,0.0000095888944998
NC_000008.11:127794524-128101256,3580,791.0,0.0012153548886999
NC_000008.11:127794524-128101256,3580,427.0,0.0008968363399617
NC_000008.11:127794524-128101256,3580,446.0,0.0039570080116391
NC_000008.11:127794524-128101256,3580,811.0,0.0006496127462015
NC_000008.11:127794524-128101256,3580,449.0,0.0001810966205085
NC_000008.11:127794524-128101256,3580,809.0,0.0039318273775280
NC_000008.11:127794524-128101256,3580,424.0,0.0000198542584258
NC_000008.11:127794524-128101256,3580,443.0,0.0007288244087249
NC_000008.11:127794524-128101256,3580,805.0,0.0022964158561081
NC_000008.11:127794524-128101256,3580,434.0,0.0030359800439328
NC_000008.11:127794524-128101256,3580,818.0,0.0139435632154346
NC_000008.11:127794524-128101256,3580,431.0,0.0024117277935147
NC_000008.11:127794524-128101256,3580,822.0,0.0085084419697523
NC_000008.11:127794524-128101256,3580,440.0,0.0007300781435333
NC_000008.11:127794524-128101256,3580,421.0,0.0006358645041473
NC_000008.11:127794524-128101256,3580,810.0,0.0000191807957890
NC_000008.11:127794524-128101256,3580,436.0,0.0000670349472784
NC_000008.11:127794524-128101256,3580,813.0,0.0232322271913290
NC_000008.11:127794524-128101256,3580,803.0,0.0000010178691809
NC_000008.11:127794524-128101256,3580,414.0,0.0007555305492133
NC_000008.11:127794524-128101256,3580,839.0,0.0047711110673845
NC_000008.11:127794524-128101256,3580,833.0,0.0006763754063286
NC_000008.11:127794524-128101256,3580,878.0,0.0001412498968421
NC_000008.11:127794524-128101256,3580,395.0,0.0043415101245046
NC_000008.11:127794524-128101256,3580,876.0,0.0000020162901819
NC_000008.11:127794524-128101256,3580,868.0,0.0032131806947291
NC_000008.11:127794524-128101256,3580,869.0,0.0032425390090793
NC_000008.11:127794524-128101256,3580,402.0,0.0247605387121439
NC_000008.11:127794524-128101256,3580,388.0,0.0003321821568534
NC_000008.11:127794524-128101256,3580,867.0,0.0001662610593485
NC_000008.11:127794524-128101256,3580,873.0,0.0006103363120928
NC_000008.11:127794524-128101256,3580,387.0,0.0000166649551829
NC_000008.11:127794524-128101256,3580,870.0,0.0147795183584094
NC_000008.11:127794524-128101256,3580,382.0,0.0000083397062554
NC_000008.11:127794524-128101256,3580,896.0,0.0000951521433308
NC_000008.11:127794524-128101256,3580,392.0,0.0008595358813182
NC_000008.11:127794524-128101256,3580,895.0,0.0743083134293556
NC_000008.11:127794524-128101256,3580,394.0,0.0001570232270751
NC_000008.11:127794524-128101256,3580,874.0,0.0000802634676802
NC_000008.11:127794524-128101256,3580,390.0,0.0033225731458515
NC_000008.11:127794524-128101256,3580,879.0,0.0121366064995527
NC_000008.11:127794524-128101256,3580,385.0,0.0002045080909738
NC_000008.11:127794524-128101256,3580,807.0,0.0195372849702835
NC_000008.11:127794524-128101256,3580,404.0,0.0000238423363044
NC_000008.11:127794524-128101256,3580,880.0,0.0002867529110517
NC_000008.11:127794524-128101256,3580,406.0,0.0082037979736924
NC_000008.11:127794524-128101256,3580,405.0,0.0064065917395055
NC_000008.11:127794524-128101256,3580,438.0,0.0000427294580732
NC_000008.11:127794524-128101256,3580,419.0,0.0111458264291286
NC_000008.11:127794524-128101256,3580,835.0,0.0069923042319715
NC_000008.11:127794524-128101256,3580,418.0,0.0020302874036133
NC_000008.11:127794524-128101256,3580,824.0,0.0000752958658268
NC_000008.11:127794524-128101256,3580,412.0,0.0002497194218449
NC_000008.11:127794524-128101256,3580,413.0,0.0004042070650030
NC_000008.11:127794524-128101256,3580,834.0,0.0303890742361546
NC_000008.11:127794524-128101256,3580,832.0,0.0017522574635223
NC_000008.11:127794524-128101256,3580,417.0,0.0000903519612621
NC_000008.11:127794524-128101256,3580,831.0,0.0002059421967715
NC_000008.11:127794524-128101256,3580,410.0,0.0000572448807361
NC_000008.11:127794524-128101256,3580,840.0,0.0000007294913758
NC_000008.11:127794524-128101256,3580,416.0,0.0011949645122513
NC_000008.11:127794524-128101256,3580,844.0,0.0003903741890099
NC_000008.11:127794524-128101256,3580,826.0,0.0000096001485872
NC_000008.11:127794524-128101256,3580,407.0,0.0032440095674247
NC_000008.11:127794524-128101256,3580,845.0,0.0151024805381894
NC_000008.11:127794524-128101256,3580,842.0,0.0001855246373452
NC_000008.11:127794524-128101256,3580,411.0,0.0000098501859611
NC_000008.11:127794524-128101256,3580,866.0,0.0001195096629090
NC_000008.11:127794524-128101256,3580,397.0,0.0055200140923262
NC_000008.11:127794524-128101256,3580,846.0,0.0000683174366714
NC_000008.11:127794524-128101256,3580,473.0,0.0000058198029365
NC_000008.11:127794524-128101256,3580,500.0,0.0020972904749215
NC_000008.11:127794524-128101256,3580,459.0,0.0055007897317410
NC_000008.11:127794524-128101256,3580,494.0,0.0024005554150790
NC_000008.11:127794524-128101256,3580,514.0,0.0182443708181381
NC_000008.11:127794524-128101256,3580,536.0,0.0004224083968438
NC_000008.11:127794524-128101256,3580,877.0,0.0001588497980265
NC_000008.11:127794524-128101256,3580,542.0,0.0014821111690253
NC_000008.11:127794524-128101256,3580,501.0,0.0245128571987152
NC_000008.11:127794524-128101256,3580,489.0,0.0059944600798190
NC_000008.11:127794524-128101256,3580,515.0,0.0000996611925075
NC_000008.11:127794524-128101256,3580,482.0,0.0097362557426095
NC_000008.11:127794524-128101256,3580,524.0,0.0001914595923154
NC_000008.11:127794524-128101256,3580,480.0,0.0000180621354957
NC_000008.11:127794524-128101256,3580,490.0,0.0003115013532806
NC_000008.11:127794524-128101256,3580,533.0,0.0000017038206579
NC_000008.11:127794524-128101256,3580,493.0,0.0002377486089244
NC_000008.11:127794524-128101256,3580,520.0,0.0001336717687082
NC_000008.11:127794524-128101256,3580,528.0,0.0001385804935126
NC_000008.11:127794524-128101256,3580,496.0,0.0000234598137467
NC_000008.11:127794524-128101256,3580,487.0,0.0008804182871245
NC_000008.11:127794524-128101256,3580,532.0,0.0162074174731970
NC_000008.11:127794524-128101256,3580,516.0,0.0000017206639313
NC_000008.11:127794524-128101256,3580,529.0,0.0000051071347116
NC_000008.11:127794524-128101256,3580,525.0,0.0116839706897736
NC_000008.11:127794524-128101256,3580,498.0,0.0000048977285587
NC_000008.11:127794524-128101256,3580,526.0,0.0768383368849754
NC_000008.11:127794524-128101256,3580,481.0,0.0242030601948500
NC_000008.11:127794524-128101256,3580,527.0,0.0014674810227007
NC_000008.11:127794524-128101256,3580,510.0,0.0025988619308919
NC_000008.11:127794524-128101256,3580,544.0,0.0013565005501732
NC_000008.11:127794524-128101256,3580,522.0,0.0005015939241275
NC_000008.11:127794524-128101256,3580,506.0,0.0026308393571526
NC_000008.11:127794524-128101256,3580,519.0,0.0035017477348447
NC_000008.11:127794524-128101256,3580,499.0,0.0035998621024191
NC_000008.11:127794524-128101256,3580,523.0,0.0197449997067451
NC_000008.11:127794524-128101256,3580,507.0,0.0032496482599527
NC_000008.11:127794524-128101256,3580,530.0,0.0005148157360964
NC_000008.11:127794524-128101256,3580,484.0,0.0002501767594367
NC_000008.11:127794524-128101256,3580,502.0,0.0031672990880907
NC_000008.11:127794524-128101256,3580,540.0,0.0000341630948242
NC_000008.11:127794524-128101256,3580,503.0,0.0022658307570964
NC_000008.11:127794524-128101256,3580,531.0,0.0104882707819343
NC_000008.11:127794524-128101256,3580,538.0,0.0041269208304584
NC_000008.11:127794524-128101256,3580,504.0,0.0089424122124910
NC_000008.11:127794524-128101256,3580,543.0,0.0120326122269034
NC_000008.11:127794524-128101256,3580,505.0,0.0068309553898871
NC_000008.11:127794524-128101256,3580,508.0,0.0000011672531173
NC_000008.11:127794524-128101256,3580,534.0,0.0000031256859074
NC_000008.11:127794524-128101256,3580,509.0,0.0209293700754642
NC_000008.11:127794524-128101256,3580,517.0,0.0007455499726348
NC_000008.11:127794524-128101256,3580,790.0,0.0000076399255704
NC_000008.11:127794524-128101256,3580,518.0,0.0024800132960081
NC_000008.11:127794524-128101256,3580,454.0,0.0026284556370229
NC_000008.11:127794524-128101256,3580,744.0,0.0044983648695052
NC_000008.11:127794524-128101256,3580,745.0,0.0000187388232007
NC_000008.11:127794524-128101256,3580,746.0,0.0026149149052799
NC_000008.11:127794524-128101256,3580,461.0,0.0002406359999441
NC_000008.11:127794524-128101256,3580,759.0,0.0000055111790971
NC_000008.11:127794524-128101256,3580,467.0,0.1593801975250244
NC_000008.11:127794524-128101256,3580,753.0,0.0047166789881885
NC_000008.11:127794524-128101256,3580,465.0,0.0000137610049933
NC_000008.11:127794524-128101256,3580,754.0,0.0000597392281634
NC_000008.11:127794524-128101256,3580,453.0,0.0114300679415464
NC_000008.11:127794524-128101256,3580,758.0,0.0010768540669233
NC_000008.11:127794524-128101256,3580,760.0,0.0033678319305182
NC_000008.11:127794524-128101256,3580,479.0,0.0040406268090010
NC_000008.11:127794524-128101256,3580,752.0,0.0000040981212805
NC_000008.11:127794524-128101256,3580,445.0,0.0000078998482422
NC_000008.11:127794524-128101256,3580,450.0,0.0596800297498703
NC_000008.11:127794524-128101256,3580,755.0,0.0030929322820157
NC_000008.11:127794524-128101256,3580,455.0,0.0081107523292303
NC_000008.11:127794524-128101256,3580,762.0,0.0000018222305016
NC_000008.11:127794524-128101256,3580,458.0,0.0001754860277288
NC_000008.11:127794524-128101256,3580,763.0,0.0005531554925255
NC_000008.11:127794524-128101256,3580,464.0,0.0032506741117686
NC_000008.11:127794524-128101256,3580,475.0,0.0001515741751064
NC_000008.11:127794524-128101256,3580,740.0,0.0001440163177904
NC_000008.11:127794524-128101256,3580,468.0,0.0052450899966061
NC_000008.11:127794524-128101256,3580,521.0,0.0016253052745014
NC_000008.11:127794524-128101256,3580,492.0,0.0027097007259727
NC_000008.11:127794524-128101256,3580,486.0,0.0000003332134781
NC_000008.11:127794524-128101256,3580,741.0,0.0003541961777955
NC_000008.11:127794524-128101256,3580,471.0,0.0021815546788275
NC_000008.11:127794524-128101256,3580,738.0,0.0002900040417444
NC_000008.11:127794524-128101256,3580,739.0,0.0000530749784957
NC_000008.11:127794524-128101256,3580,462.0,0.0042145913466811
NC_000008.11:127794524-128101256,3580,735.0,0.0011337467003614
NC_000008.11:127794524-128101256,3580,485.0,0.0103194862604141
NC_000008.11:127794524-128101256,3580,535.0,0.0004440043412615
NC_000008.11:127794524-128101256,3580,734.0,0.0001910658756969
NC_000008.11:127794524-128101256,3580,477.0,0.0039045324083418
NC_000008.11:127794524-128101256,3580,743.0,0.0097813215106726
NC_000008.11:127794524-128101256,3580,742.0,0.0000519557324878
NC_000008.11:127794524-128101256,3580,470.0,0.0039979629218578
NC_000008.11:127794524-128101256,3580,472.0,0.0006008693017066
NC_000008.11:127794524-128101256,3580,736.0,0.0008585736504756
NC_000008.11:127794524-128101256,3580,466.0,0.0590384043753147
NC_000008.11:127794524-128101256,3580,737.0,0.0038383170031011
NC_000008.11:127794524-128101256,3580,463.0,0.0000000000000947
NC_000008.11:127794524-128101256,3580,751.0,0.0000733979759389
NC_000008.11:127794524-128101256,3580,478.0,0.0001768315996742
NC_000008.11:127794524-128101256,3580,396.0,0.0013468144461513
NC_000008.11:127794524-128101256,3580,511.0,0.0235646050423384
NC_000008.11:127794524-128101256,3580,318.0,0.0012335870414972
NC_000008.11:127794524-128101256,3580,324.0,0.0225102175027132
NC_000008.11:127794524-128101256,3580,263.0,0.0001610318286112
NC_000008.11:127794524-128101256,3580,921.0,0.0018018349073827
NC_000008.11:127794524-128101256,3580,317.0,0.0000466059500468
NC_000008.11:127794524-128101256,3580,920.0,0.0000406922918046
NC_000008.11:127794524-128101256,3580,983.0,0.0000004039411294
NC_000008.11:127794524-128101256,3580,316.0,0.0000479887421534
NC_000008.11:127794524-128101256,3580,915.0,0.0018983081681654
NC_000008.11:127794524-128101256,3580,272.0,0.0000457186688436
NC_000008.11:127794524-128101256,3580,922.0,0.0020328164100647
NC_000008.11:127794524-128101256,3580,319.0,0.0123292868956923
NC_000008.11:127794524-128101256,3580,982.0,0.0008180002332665
NC_000008.11:127794524-128101256,3580,314.0,0.0083088334649801
NC_000008.11:127794524-128101256,3580,902.0,0.0002928011235781
NC_000008.11:127794524-128101256,3580,271.0,0.0278045218437910
NC_000008.11:127794524-128101256,3580,984.0,0.0012084064073861
NC_000008.11:127794524-128101256,3580,905.0,0.0000037050901938
NC_000008.11:127794524-128101256,3580,322.0,0.0000010598870404
NC_000008.11:127794524-128101256,3580,986.0,0.0000804412338766
NC_000008.11:127794524-128101256,3580,914.0,0.0091153690591455
NC_000008.11:127794524-128101256,3580,917.0,0.0045859399251640
NC_000008.11:127794524-128101256,3580,334.0,0.0004159070667811
NC_000008.11:127794524-128101256,3580,975.0,0.0022679176181555
NC_000008.11:127794524-128101256,3580,326.0,0.0000870809672051
NC_000008.11:127794524-128101256,3580,901.0,0.0000242905080086
NC_000008.11:127794524-128101256,3580,328.0,0.0015007505426183
NC_000008.11:127794524-128101256,3580,908.0,0.0002797737251967
NC_000008.11:127794524-128101256,3580,911.0,0.0006198640912771
NC_000008.11:127794524-128101256,3580,918.0,0.0004376332217362
NC_000008.11:127794524-128101256,3580,321.0,0.0000455765439256
NC_000008.11:127794524-128101256,3580,981.0,0.0000081126854639
NC_000008.11:127794524-128101256,3580,944.0,0.0000858487401274
NC_000008.11:127794524-128101256,3580,909.0,0.0001440511987312
NC_000008.11:127794524-128101256,3580,323.0,0.0015755923232064
NC_000008.11:127794524-128101256,3580,269.0,0.0000780120244599
NC_000008.11:127794524-128101256,3580,274.0,0.0009349122410640
NC_000008.11:127794524-128101256,3580,330.0,0.0001177376325359
NC_000008.11:127794524-128101256,3580,311.0,0.0002753053558990
NC_000008.11:127794524-128101256,3580,313.0,0.0020279989112169
NC_000008.11:127794524-128101256,3580,979.0,0.0007418132736348
NC_000008.11:127794524-128101256,3580,308.0,0.0000004081382770
NC_000008.11:127794524-128101256,3580,942.0,0.0171738192439079
NC_000008.11:127794524-128101256,3580,927.0,0.0027183340862393
NC_000008.11:127794524-128101256,3580,965.0,0.0025444224011153
NC_000008.11:127794524-128101256,3580,293.0,0.0067582633346319
NC_000008.11:127794524-128101256,3580,916.0,0.0000058255504882
NC_000008.11:127794524-128101256,3580,291.0,0.0108178611844778
NC_000008.11:127794524-128101256,3580,978.0,0.0087473774328828
NC_000008.11:127794524-128101256,3580,307.0,0.0000470936429338
NC_000008.11:127794524-128101256,3580,946.0,0.0010981529485434
NC_000008.11:127794524-128101256,3580,309.0,0.0000380263700208
NC_000008.11:127794524-128101256,3580,972.0,0.0000096180910987
NC_000008.11:127794524-128101256,3580,945.0,0.0020424362737685
NC_000008.11:127794524-128101256,3580,294.0,0.0000161999359989
NC_000008.11:127794524-128101256,3580,292.0,0.0021897305268794
NC_000008.11:127794524-128101256,3580,926.0,0.0015615855809301
NC_000008.11:127794524-128101256,3580,961.0,0.0256247110664845
NC_000008.11:127794524-128101256,3580,925.0,0.0000009946118098
NC_000008.11:127794524-128101256,3580,315.0,0.0141118159517646
NC_000008.11:127794524-128101256,3580,273.0,0.0000428414568887
NC_000008.11:127794524-128101256,3580,913.0,0.0003129513061140
NC_000008.11:127794524-128101256,3580,305.0,0.0007207167800516
NC_000008.11:127794524-128101256,3580,919.0,0.0002878027444240
NC_000008.11:127794524-128101256,3580,297.0,0.0008706718799658
NC_000008.11:127794524-128101256,3580,258.0,0.0029399516060948
NC_000008.11:127794524-128101256,3580,991.0,0.0033020563423634
NC_000008.11:127794524-128101256,3580,988.0,0.0008351336000487
NC_000008.11:127794524-128101256,3580,923.0,0.0013984456891194
NC_000008.11:127794524-128101256,3580,894.0,0.0031921402551234
NC_000008.11:127794524-128101256,3580,289.0,0.0037644230760634
NC_000008.11:127794524-128101256,3580,943.0,0.0004958120989613
NC_000008.11:127794524-128101256,3580,980.0,0.0003790996852331
NC_000008.11:127794524-128101256,3580,283.0,0.0000932347102207
NC_000008.11:127794524-128101256,3580,295.0,0.0018890718929470
NC_000008.11:127794524-128101256,3580,298.0,0.0000188501089724
NC_000008.11:127794524-128101256,3580,251.0,0.0000157017493621
NC_000008.11:127794524-128101256,3580,296.0,0.0000219951489271
NC_000008.11:127794524-128101256,3580,260.0,0.0009692190214992
NC_000008.11:127794524-128101256,3580,871.0,0.0155265610665083
NC_000008.11:127794524-128101256,3580,247.0,0.0199781954288483
NC_000008.11:127794524-128101256,3580,374.0,0.0000370876841771
NC_000008.11:127794524-128101256,3580,250.0,0.0074628158472478
NC_000008.11:127794524-128101256,3580,900.0,0.0026940703392029
NC_000008.11:127794524-128101256,3580,393.0,0.0018171247793362
NC_000008.11:127794524-128101256,3580,989.0,0.0083877751603723
NC_000008.11:127794524-128101256,3580,993.0,0.0004143658734392
NC_000008.11:127794524-128101256,3580,881.0,0.0002702134370338
NC_000008.11:127794524-128101256,3580,985.0,0.0000654608302284
NC_000008.11:127794524-128101256,3580,379.0,0.0014354651793838
NC_000008.11:127794524-128101256,3580,268.0,0.0000310871473630
NC_000008.11:127794524-128101256,3580,893.0,0.0000000696568421
NC_000008.11:127794524-128101256,3580,372.0,0.0013582174433395
NC_000008.11:127794524-128101256,3580,391.0,0.0001873624423752
NC_000008.11:127794524-128101256,3580,380.0,0.0052717607468367
NC_000008.11:127794524-128101256,3580,967.0,0.0002109126071446
NC_000008.11:127794524-128101256,3580,383.0,0.0111828064545989
NC_000008.11:127794524-128101256,3580,252.0,0.0077530969865620
NC_000008.11:127794524-128101256,3580,376.0,0.0001262662262889
NC_000008.11:127794524-128101256,3580,253.0,0.0148715423420072
NC_000008.11:127794524-128101256,3580,897.0,0.0000000691667239
NC_000008.11:127794524-128101256,3580,371.0,0.0007371664978564
NC_000008.11:127794524-128101256,3580,381.0,0.0160181336104870
NC_000008.11:127794524-128101256,3580,898.0,0.0004432059940882
NC_000008.11:127794524-128101256,3580,262.0,0.0000547063245904
NC_000008.11:127794524-128101256,3580,987.0,0.0041145221330225
NC_000008.11:127794524-128101256,3580,992.0,0.0188919063657522
NC_000008.11:127794524-128101256,3580,884.0,0.0002899838727899
NC_000008.11:127794524-128101256,3580,255.0,0.0122391656041145
NC_000008.11:127794524-128101256,3580,883.0,0.0360680148005486
NC_000008.11:127794524-128101256,3580,375.0,0.0000005759004011
NC_000008.11:127794524-128101256,3580,907.0,0.0002818453649525
NC_000008.11:127794524-128101256,3580,325.0,0.0042774085886776
NC_000008.11:127794524-128101256,3580,910.0,0.0215115137398243
NC_000008.11:127794524-128101256,3580,259.0,0.0017719647148624
NC_000008.11:127794524-128101256,3580,977.0,0.0010062169749290
NC_000008.11:127794524-128101256,3580,332.0,0.0043197385966778
NC_000008.11:127794524-128101256,3580,875.0,0.0018795880023390
NC_000008.11:127794524-128101256,3580,398.0,0.0922969654202461
NC_000008.11:127794524-128101256,3580,912.0,0.0225928444415331
